ir_L,ir_R,degree
3.1,17.5,41.26
3.1,16.8,39.3
3.0,16.0,37.6
2.9,16.8,36.24
2.9,17.0,34.58
2.9,15.2,33.49
2.9,13.9,32.61
2.9,13.5,30.41
2.8,13.3,28.66
2.8,12.7,27.15
2.8,11.7,26.23
2.9,10.9,26.21
2.9,9.8,26.26
2.8,9.1,26.28
2.8,7.9,26.42
2.8,6.8,26.33
2.7,5.2,26.26
2.7,4.6,24.06
2.8,4.0,21.59
2.9,3.7,21.64
3.0,3.8,21.59
3.2,4.1,21.58
3.3,4.1,21.57
3.6,3.9,21.59
4.0,3.9,21.56
4.5,4.2,21.59
4.7,5.1,15.44
5.2,5.7,8.27
5.6,6.1,4.51
6.9,7.1,0.25
8.0,8.2,0.09
10.0,7.9,0.04
11.2,6.2,0.04
12.4,5.8,0.03
13.7,5.2,2.68
15.8,8.8,7.45
24.1,11.8,12.52
25.0,11.0,24.55
30.4,10.2,30.21
24.9,11.2,33.48
26.2,11.5,33.49
27.5,11.5,33.46
28.2,11.4,33.49
28.8,11.1,35.65
29.6,11.0,37.85
29.7,10.8,45.8
31.0,10.9,53.39
30.9,11.0,62.13
31.0,11.0,67.05
29.9,11.2,68.09
28.5,11.4,67.95
28.7,11.4,51.06
27.7,11.6,47.11
28.9,11.6,47.11
34.8,11.6,47.25
53.8,11.7,47.16
25.0,11.7,47.11
17.6,11.6,44.42
13.9,11.7,41.32
9.2,11.7,41.32
6.9,11.7,41.28
4.6,11.6,39.5
3.7,11.7,30.18
3.1,11.6,23.72
3.0,11.6,19.42
2.9,12.5,19.43
3.0,12.0,19.41
3.1,11.0,19.36
3.0,9.3,19.34
3.2,8.4,19.31
3.4,7.2,19.31
3.9,6.3,18.39
4.2,5.5,18.3
4.6,5.1,18.18
4.9,4.8,18.19
5.6,4.2,20.42
6.1,3.7,19.94
6.7,3.4,18.78
7.0,3.8,18.77
7.1,4.5,18.79
6.7,5.1,18.77
6.5,7.3,18.85
6.4,8.4,18.9
6.6,10.0,18.89
7.4,10.8,18.87
8.2,12.1,18.84
9.9,12.8,18.86
11.8,14.1,18.88
16.3,14.7,18.88
19.9,15.3,29.58
22.5,15.5,35.32
18.8,15.9,38.49
12.2,16.1,38.55
10.5,16.6,38.53
12.6,16.7,38.54
15.9,17.0,38.64
22.8,17.0,38.51
26.1,17.3,38.99
25.5,17.5,40.43
22.6,17.5,40.42
25.1,17.7,40.46
30.5,17.7,40.39
36.6,18.0,40.45
38.4,18.1,40.38
38.6,18.3,40.43
37.6,18.4,40.44
38.4,18.3,40.44
38.5,18.0,40.42
38.9,16.7,40.45
39.2,15.5,40.37
39.9,14.5,47.45
40.2,14.7,55.53
40.4,15.7,57.44
39.5,16.3,57.45
39.0,17.3,57.41
37.6,17.8,57.48
37.2,18.4,57.38
35.8,18.8,57.44
35.1,19.2,57.05
34.3,19.5,52.2
34.1,20.0,50.7
33.6,20.4,50.73
33.4,20.7,50.72
33.5,21.1,50.69
33.2,21.3,50.7
31.8,21.6,50.72
30.4,21.9,50.73
28.7,22.1,50.7
27.7,22.4,48.49
27.2,22.5,44.52
26.1,23.1,44.46
25.7,23.6,44.49
25.0,23.7,44.5
24.3,23.7,44.56
23.4,24.3,44.55
23.1,24.4,42.5
23.1,24.7,41.0
23.3,25.5,37.39
24.0,25.3,37.36
24.4,25.5,34.65
24.4,25.4,34.3
23.3,26.7,34.35
19.3,27.5,34.36
15.0,28.1,43.12
8.6,29.0,43.82
5.5,29.7,43.82
3.8,29.9,43.79
3.4,30.0,43.62
3.1,30.2,40.71
3.0,30.2,32.4
3.0,31.8,32.21
2.9,29.9,28.62
2.9,28.7,28.43
2.9,26.4,28.32
2.9,24.0,28.42
2.9,23.1,28.38
2.9,21.5,28.34
2.9,20.9,28.31
2.9,19.6,26.98
2.9,18.8,18.95
2.9,16.5,12.98
2.9,14.4,12.99
3.0,11.4,13.0
3.1,8.2,13.04
3.1,5.7,13.0
3.4,4.9,13.01
3.5,4.3,13.0
3.9,4.8,10.94
4.1,4.9,10.84
4.7,4.0,10.84
4.9,4.1,10.91
5.4,5.2,10.87
5.6,5.8,10.85
5.8,6.8,10.77
6.3,7.5,10.74
6.7,8.8,10.72
7.4,9.4,10.94
8.3,10.3,11.44
9.8,10.4,11.89
14.2,10.7,43.34
15.9,10.6,51.47
37.7,10.7,52.05
33.5,10.7,51.94
26.7,10.6,51.98
30.0,10.6,51.93
28.9,10.3,52.01
30.3,10.2,51.83
27.2,9.8,51.76
24.7,9.2,51.86
26.9,9.0,51.78
29.6,8.6,51.86
31.7,8.5,51.78
32.9,8.6,51.81
33.0,8.9,51.78
